dt,"[7706] Old Chemistry Building, CHW","[7767] TUNL Bldg., CHW","[7234] East Dorm 1 Blackwell, CHW","[7514] Medical Science Research Bldg II, STEAM","[7701] Duke Chapel, STEAM"
1/18/2018,643.3599854,643.25,178.4499969,200708,27187.69922
1/19/2018,627.1199951,653.9299927,341.5899963,171388,24799.30078
1/20/2018,651.5800171,662.5800171,456.3500061,143411,21915.30078
1/21/2018,708.5300293,647.6599731,675.039978,121314,16915.40039
1/22/2018,810.1300049,642.1900024,666.9299927,122975,16166.7998
1/23/2018,1047.339966,824.6199951,959.6799927,95907.79688,12498.90039
1/24/2018,818.9299927,623.0900269,431.9500122,134568,14429.5
1/25/2018,760.4299927,635.0200195,329.4700012,158513,16636.40039
1/26/2018,721.25,647.210022,416.4400024,152866,17224.40039
1/27/2018,748.460022,612.5100098,628.4899902,121162,15498.40039
1/28/2018,872.9699707,913.2199707,769.6400146,95679.70313,12478
1/29/2018,801.289978,886.6199951,485.1099854,130108,15254.09961
1/30/2018,753.2800293,637.5599976,255.1199951,174589,18563.90039
1/31/2018,730,658.8599854,264.230011,174855,20080.5
2/1/2018,733.5300293,614.7199707,527.9400024,134900,18504.59961
2/2/2018,794.5599976,616.8200073,338.3500061,163344,19153.90039
2/3/2018,762.0300293,651.2399902,241.3200073,185139,21479.69922
2/4/2018,737.0800171,628.1599731,370.7399902,149998,19654.69922
2/5/2018,785.5900269,650.6199951,374.5700073,158471,18944.59961
2/6/2018,797.6900024,658.9099731,514.7800293,141241,18054.09961
2/7/2018,886.5200195,774.960022,679.1699829,110116,15337.90039
2/8/2018,844.8800049,671.1599731,390.2799988,142504,15879.7002
2/9/2018,836.9799805,735.2299805,442.7200012,141056,16061.40039
2/10/2018,882.8099976,893.0900269,669.3400269,104530,13924.2002
2/11/2018,1385.72998,1119.910034,1463.76001,86888.89844,13247.59961
2/12/2018,1201.380005,1074.880005,902.6199951,106393,11550.7998
2/13/2018,885.539978,795.210022,313.4500122,152702,15164
2/14/2018,869.539978,683.4199829,464.6000061,128779,14586
2/15/2018,1194.880005,899.4899902,1021.369995,93984.39844,11952.09961
2/16/2018,1353.27002,927.7199707,1145.069946,89726.70313,10056.5
2/17/2018,899.9799805,623.1199951,382.769989,125409,10622.59961
2/18/2018,853.2000122,632.460022,518.9799805,116349,12183.90039
2/19/2018,869.5,680.1400146,430.5899963,124044,12181.7998
2/20/2018,1140.180054,871.0300293,934.2700195,99353.39844,11525.7002
2/21/2018,1487.48999,846.8800049,1397.530029,86824.5,13469.7002
2/22/2018,1566.540039,830.039978,1408.349976,84302.79688,13360.40039
2/23/2018,1136.060059,798.289978,870.4500122,87777,10103.40039
2/24/2018,1382.280029,793.7000122,1223.51001,81772.70313,9898.900391
2/25/2018,1392.920044,774.4500122,1183.589966,80542.39844,10270.2998
2/26/2018,1125.829956,761.9000244,693.8200073,96547.60156,10076.90039
2/27/2018,958.5599976,608.7000122,470,117954,10212.40039
2/28/2018,895.5999756,714.1500244,459.4700012,117490,10410.09961
3/1/2018,974.3900146,931.5499878,595.4400024,98910.89844,10303.59961
3/2/2018,847.789978,638.2199707,391.5400085,114402,11892.2002
3/3/2018,776.6699829,604.5,369.6199951,121711,14418.59961
3/4/2018,779.7600098,615.4799805,392.8800049,123418,13575.5
3/5/2018,811.5700073,606.4500122,344.6700134,129087,13787.7002
3/6/2018,782.0300293,622.2000122,272.0599976,143215,15160.2998
3/7/2018,754.2999878,610.960022,298.0499878,133654,15366.7998
3/8/2018,739.3699951,612.5,240.9799957,148957,17805
3/9/2018,745.0700073,618.9299927,266.0100098,143540,18415.5
3/10/2018,724.4500122,608.9899902,405.9299927,113656,16210.2002
3/11/2018,715.8699951,581.8900146,336.2099915,118813,15330.7002
3/12/2018,779.2700195,607.4899902,244.2799988,157162,18683.90039
3/13/2018,706.3900146,614.789978,289.7200012,141150,20021.19922
3/14/2018,761.1599731,608.8599854,251.6900024,149870,20715.80078
3/15/2018,779.5,560.2000122,471.4700012,125708,19579.80078
3/16/2018,894.3200073,550.2299805,671.0200195,101224,14875.2002
3/17/2018,954.8900146,561.8099976,640.1099854,102922,13180.40039
3/18/2018,912.25,551.1099854,588,101991,12336.7002
3/19/2018,1013.419983,546.0999756,695.5499878,96702.29688,11849.90039
3/20/2018,990.1099854,681.4500122,562.8699951,112919,12038.2002
3/21/2018,830.8699951,595.6799927,276.4400024,148337,15917.90039
3/22/2018,778.2000122,584.7700195,343.7999878,131469,16070.7002
3/23/2018,804.539978,578.5900269,425.1600037,128060,15863.40039
3/24/2018,799.9199829,598.9099731,330.0700073,140519,16414.5
3/25/2018,758.5999756,587.0499878,353.5899963,131315,16193.09961
3/26/2018,791.9199829,584.9000244,382.8299866,130129,16701.59961
3/27/2018,827.5,595.5599976,353.4500122,133166,16574.59961
3/28/2018,1088.930054,667.7299805,841.4899902,97356.20313,13295.7002
3/29/2018,1390.469971,767.4899902,1136.969971,81771.10156,11182.2998
3/30/2018,1167.390015,734.4000244,1105.550049,82896.10156,10139.7002
3/31/2018,182.6399994,561.4299927,631.6300049,97695.79688,11750.2998
4/1/2018,209.5700073,579.4099731,841.9899902,89776.20313,10605.5
4/2/2018,141.1300049,633.2299805,1048.569946,80287.89844,10092.40039
4/3/2018,586.1099854,675.0100098,836.4199829,92817.39844,10120
4/4/2018,1515.089966,753.3400269,1087.48999,86113.60156,10184.2998
4/5/2018,1140.859985,602.8699951,519.0200195,108182,11754.5
4/6/2018,1222.640015,605.0300293,739.5900269,100837,10787.59961
4/7/2018,1078.52002,693.289978,612.5,105201,11124.5
4/8/2018,877.8099976,602.3200073,382.519989,135364,14165.2998
4/9/2018,961.8200073,582.3800049,556.8900146,112056,12917.7998
4/10/2018,1029.52002,582.3300171,611.25,109236,12676.40039
4/11/2018,1062.300049,592.6599731,554.3800049,107486,12142.7002
4/12/2018,1269.52002,615.4400024,831.5,93305.39844,11158.2998
4/13/2018,1480.369995,690.1500244,1070.619995,83674.10156,10172.09961
4/14/2018,1653.719971,796.0999756,1293.23999,77070.5,10150.5
4/15/2018,1989.709961,834.6699829,1543.819946,76650.29688,13495
4/16/2018,1226.459961,632.9099731,641.6300049,94802.79688,10432.40039
4/17/2018,1082.099976,607.9500122,456.1400146,116214,11425.7998
4/18/2018,1323.619995,614.789978,898.2700195,98181.60156,10401.59961
4/19/2018,1414,596.3499756,1005.309998,87631.70313,10089
4/20/2018,1155.77002,602.960022,638.039978,107732,11016.2998
4/21/2018,1187.689941,595.8499756,718.9199829,96142.29688,10798
4/22/2018,1261.02002,590.1400146,865.6799927,87809,10112.2998
4/23/2018,1290.930054,634.5800171,817.3499756,83819.89844,9191.849609
4/24/2018,1424.300049,813.0700073,927,87357.10156,8026.22998
4/25/2018,1523.48999,831.4899902,1101.140015,82654.60156,8174.049805
4/26/2018,1427.900024,875.5100098,980.0999756,83247.5,7978.859863
4/27/2018,1521.969971,901.7199707,1080.560059,83987,8031.040039
4/28/2018,1449.660034,785.3300171,1035.48999,80203.89844,8018.290039
4/29/2018,1263.359985,578.8900146,792.6099854,85081.20313,8103.549805
4/30/2018,1323.719971,647.3599854,800.8699951,98623.60156,8049.77002
5/1/2018,1539.660034,672.3699951,1077.380005,92744.60156,8092.25
5/2/2018,1704.76001,674.5499878,1261.069946,85453.20313,7457.620117
5/3/2018,1835.449951,983.6900024,1332.469971,82458.89844,7385.819824
5/4/2018,1940.319946,1065.069946,1440.170044,78073.60156,7392.040039
5/5/2018,2061.110107,1057.5,1520.369995,75287.60156,8556.129883
5/6/2018,2076.52002,1059.780029,1531.939941,75162.70313,8873.019531
5/7/2018,1760.140015,1002.840027,1130.02002,78683.79688,7605.700195
5/8/2018,1657.810059,971.5499878,1046.859985,84451.60156,7382.939941
5/9/2018,1656.290039,958.2399902,1091.859985,82131.29688,7159.27002
5/10/2018,1959.630005,1019.76001,1395.310059,80919.39844,7786.490234
5/11/2018,2182.320068,1050.579956,1586.02002,81135.39844,7936.77002
5/12/2018,2406.570068,1026.439941,1822.920044,77113.39844,7875.759766
5/13/2018,2514.719971,1021.950012,1842.109985,76781.20313,9178.009766
5/14/2018,2500.439941,1128.280029,1866.219971,79824.29688,8548.740234
5/15/2018,2547.469971,1197.51001,1793.76001,81812.20313,9013.320313
5/16/2018,2501.449951,1192.449951,1800.349976,78757,9818.230469
5/17/2018,2166.790039,1174.880005,1742.599976,78113.20313,10137.40039
5/18/2018,2408.899902,1191.089966,1844.640015,78985.20313,10358.40039
5/19/2018,2376.540039,1162.400024,1711.76001,75467.20313,10595.09961
5/20/2018,2438.290039,1175.689941,1803.040039,78052.60156,10444.09961
5/21/2018,2498.469971,1171.959961,1801.339966,81374.39844,10029.5
5/22/2018,2463.550049,1210.119995,1782.859985,83491.20313,9189.589844
5/23/2018,2512.689941,1146.97998,1884.219971,82621.79688,8423.219727
5/24/2018,2385.639893,1078.72998,1649.27002,82720.79688,7824.140137
5/25/2018,2391.25,1083.420044,1696.01001,80736,7392.450195
5/26/2018,2560.600098,1102.319946,1833.160034,75582,8737.070313
5/27/2018,2588.860107,1108.839966,1846.589966,75954.70313,8800.860352
5/28/2018,1509.579956,1070.599976,1705.180054,76352.5,9499.75
5/29/2018,2717.060059,1098.339966,1795.130005,81326.10156,9780.5
5/30/2018,2689.040039,1131.089966,1923.48999,77445.89844,9797.469727
5/31/2018,2722.659912,1244.969971,1923.209961,82270.60156,9550.669922
6/1/2018,2659.52002,1373.560059,1905.959961,78109.39844,9426.139648
6/2/2018,2604.590088,1309.089966,1756.75,73576.70313,9180.639648
6/3/2018,2548.459961,1202.880005,1743.079956,74114,8779.259766
6/4/2018,2231.550049,1137.560059,1451.550049,76439.60156,7093.089844
6/5/2018,1998.73999,1125.119995,1249.119995,77048.10156,6693.350098
6/6/2018,2220.27002,1162.319946,1545.530029,76910.39844,7016.910156
6/7/2018,2285.100098,1224.189941,1565.310059,77723.79688,7255.819824
6/8/2018,2576.02002,1336.900024,1797.630005,77853.70313,8389.400391
6/9/2018,2600.709961,1384.699951,1796.939941,73094.10156,8327.860352
6/10/2018,2645.320068,1379.949951,1893.640015,73089.29688,8379.370117
6/11/2018,2554.360107,1343.099976,1684.550049,75776.39844,8500.759766
6/12/2018,2063.469971,1325.73999,1343.810059,75297.20313,7703.779785
6/13/2018,2366.709961,1395.530029,1692.640015,77708.60156,8363.839844
6/14/2018,2623.409912,1419.339966,1907.51001,79395.39844,9384.009766
6/15/2018,2433.709961,1331.569946,1671.52002,76779.20313,8038.970215
6/16/2018,2537.469971,1332.939941,1780.369995,74172.10156,7781.930176
6/17/2018,2809.040039,1388.290039,2047.449951,75165.60156,8382.419922
6/18/2018,2978.51001,1419.859985,2110.340088,76222.10156,8163.370117
6/19/2018,3067.850098,1509.670044,2153.72998,79439.10156,8014.379883
6/20/2018,3048.040039,1444.180054,2047.27002,76052.20313,7754.009766
6/21/2018,3007.219971,1445.390015,2034.430054,77628.39844,7843.850098
6/22/2018,2879.070068,1413.109985,1017.219971,78015.5,7725.450195
6/23/2018,2804.649902,1406.300049,1905.099976,72300.39844,7537.759766
6/24/2018,2754.699951,1384.949951,1869.02002,72695.89844,7269.589844
6/25/2018,2755.75,1399.709961,1764.76001,76093.60156,7448.549805
6/26/2018,2599.879883,1344.97998,1628.27002,76102.39844,8302.870117
6/27/2018,2496.360107,1361.109985,1701.670044,80873,8411.150391
6/28/2018,2682.580078,1431.5,1885.650024,76431.29688,8766.410156
6/29/2018,2868.649902,1490.650024,1193.349976,76385.10156,8671.139648
6/30/2018,2904.419922,1487.890015,2061.02002,72637.70313,8309.540039
7/1/2018,2997.040039,1525.209961,2150.709961,72591.89844,8126.5
7/2/2018,3092.909912,1547.199951,2236.709961,76507.29688,8166.089844
7/3/2018,3096.830078,1582.859985,2123.060059,78469.89844,7862.759766
7/4/2018,2996.669922,1558.650024,2011.160034,72517.89844,7978.680176
7/5/2018,3022.080078,1560.660034,1964.670044,79919.79688,8252.049805
7/6/2018,2971.929932,1508.670044,1933.930054,82079.89844,8303.419922
7/7/2018,2518.360107,1424.359985,1597.689941,74171.89844,8176.25
7/8/2018,2064.01001,1320.75,1345.050049,74366.5,7250.069824
7/9/2018,2045.400024,1295.180054,1356.199951,78457.60156,7062.910156
7/10/2018,2380.580078,1321.349976,1690.910034,77503.79688,7318.169922
7/11/2018,2759.530029,1436.219971,1958.790039,81348.5,7832.649902
7/12/2018,2906.560059,1591.630005,1896.23999,77368.60156,8293.580078
7/13/2018,2679.48999,1622.459961,1748.589966,75865.20313,8058.120117
7/14/2018,2426.280029,1574.619995,1641.609985,72836.60156,7633.100098
7/15/2018,2666.060059,1618.5,1871.390015,73647.70313,7702.669922
7/16/2018,2908.540039,1676.689941,1951.849976,76648.20313,8340.509766
7/17/2018,2956.360107,1580.640015,2025.02002,79789.39844,8531.580078
7/18/2018,2616.350098,1392.180054,1747.76001,76167.60156,8096.339844
7/19/2018,2215.969971,1256.969971,1504.150024,81025.10156,7714.75
7/20/2018,2486.23999,1296.849976,1633.290039,77085.70313,7427.330078
7/21/2018,2506.27002,1302.880005,1677.630005,70896.29688,7772.25
7/22/2018,2589.290039,1309.26001,1733.219971,70898.20313,8791.070313
7/23/2018,2664.469971,1317.109985,1737.030029,75662.39844,9158.030273
7/24/2018,2677.370117,1372.680054,1784.48999,77248.60156,9395.919922
7/25/2018,2690.97998,1305.329956,1796.660034,78570.89844,9418.830078
7/26/2018,2695.030029,1322.579956,1880.829956,76339.10156,9096.589844
7/27/2018,2907.949951,1406.300049,2006.48999,77747.60156,8998.370117
7/28/2018,2861.5,1392.050049,1899.140015,74013.10156,8883.900391
7/29/2018,2820.070068,1377.630005,1807.939941,73865.39844,8752.419922
7/30/2018,2820.860107,1348.140015,1816.27002,73845.70313,8984.919922
7/31/2018,2797.110107,1305.47998,3841.530029,80903.39844,9391.089844
8/1/2018,2786.790039,1422.709961,7953.009766,78846,9388.990234
8/2/2018,2777.169922,1488.060059,7993.799805,80568.20313,9507.780273
8/3/2018,2563.659912,1419.170044,8115.959961,77259.20313,9912.389648
8/4/2018,2606.709961,1474.73999,7910.069824,73846.10156,10011.2002
8/5/2018,2812.169922,1457.280029,7578.120117,74295.89844,9514.330078
8/6/2018,2854.26001,1480.640015,7586.930176,76898.79688,9282.799805
8/7/2018,2896.810059,1471.420044,7494.180176,77903.39844,9259.549805
8/8/2018,2835.389893,1473.26001,7549.629883,78088.79688,9156.30957
8/9/2018,2772.139893,1483.609985,7894.560059,76511.10156,9061.299805
8/10/2018,2879.590088,1443.209961,7883.549805,77602,8634.780273
8/11/2018,3062.949951,1410.890015,7570.919922,72672.39844,8980.919922
8/12/2018,2965.530029,1291.23999,7790.529785,73029.20313,8710.25
8/13/2018,2765.840088,1256.430054,8241.530273,74831.79688,8756.400391
8/14/2018,2682,1229.75,8188.109863,76990.79688,8948.389648
8/15/2018,2773.030029,1251.209961,7888.299805,79761.10156,8568.769531
8/16/2018,2595.149902,1364.849976,7350.009766,75900.70313,9126.299805
8/17/2018,2470.350098,1483.119995,6887.720215,63842,8994.25
8/18/2018,2190.570068,1484.880005,7536.350098,55730.10156,8948.549805
8/19/2018,2047.880005,1465.030029,7489.620117,56437.39844,9041.860352
8/20/2018,2049.300049,1377.109985,7592.870117,67400.10156,9150.629883
8/21/2018,2099.01001,1444.300049,7077.009766,77967.89844,9353.629883
8/22/2018,2016.880005,1400.51001,7342.089844,80293,9090.419922
8/23/2018,1328.599976,1288.72998,9180.209961,77808.20313,7847.839844
8/24/2018,1819.609985,1289.47998,9612.639648,73322.5,7829.97998
8/25/2018,2259.600098,1303.72998,9096.599609,73329.70313,7891.089844
8/26/2018,2491.060059,1352.780029,8628.089844,73904.10156,8330.370117
8/27/2018,2989.73999,1420.400024,7460.799805,74575,9289.179688
8/28/2018,2957.429932,1481.48999,7186.180176,81540.20313,9301.490234
8/29/2018,3070.100098,1486.97998,7289.450195,80735.60156,9220.620117
8/30/2018,3208.159912,1396.670044,7164.600098,77052.89844,8996.139648
8/31/2018,3044.100098,1358.98999,7433.910156,74059.29688,8798.700195
9/1/2018,3001.409912,1342.170044,7550.160156,74233.89844,8966.160156
9/2/2018,2836.120117,1303.180054,7599.109863,75189.29688,8934.69043
9/3/2018,2935.459961,1221.469971,7333.850098,75373.79688,8929.349609
9/4/2018,3152.52002,1171.51001,6961.299805,74882.60156,8898.070313
9/5/2018,3120.129883,1325.170044,7140.950195,78878.10156,8701.030273
9/6/2018,3068.47998,1458.319946,7172.549805,75797.5,8653.200195
9/7/2018,3011.439941,1422.02002,7307.709961,78937.10156,8614.339844
9/8/2018,2905.360107,1259.119995,7315.589844,72771.89844,8609.839844
9/9/2018,2525.199951,1169.380005,7775.029785,70100.5,8471.759766
9/10/2018,2612.26001,926.960022,7321.549805,74522.29688,8953.379883
9/11/2018,2817.409912,881.0999756,7032.799805,77831.89844,9429.5
9/12/2018,2973.22998,1208.5,6851.72998,79075.39844,9541.290039
9/13/2018,2781.409912,1338.439941,6854.399902,83052.79688,9997.540039
9/14/2018,2683.75,1159.030029,6761.209961,77817.10156,10075.59961
9/15/2018,2600.679932,1110.48999,6779.160156,78291.10156,9734.44043
9/16/2018,2550.189941,1100.180054,6712.470215,77903.70313,10068.09961
9/17/2018,2897.050049,1135.050049,6083.47998,78632.20313,10648.7002
9/18/2018,2795.870117,1166.27002,7073.120117,76308.60156,10536.2002
9/19/2018,2699.290039,1213.869995,7142.009766,81737.70313,9993.019531
9/20/2018,2861.129883,1281.060059,7044.27002,81266.39844,10237.2998
9/21/2018,2762.919922,1417.180054,7160.930176,75784.20313,10111.7998
9/22/2018,2807.149902,1482.26001,6839.200195,73960.70313,10089.2002
9/23/2018,2529.439941,1453.089966,7329.990234,72941.60156,9767.879883
9/24/2018,2318.889893,1415.579956,7439.589844,72599.5,8754.889648
9/25/2018,2645.300049,1316.589966,6977.529785,84143.60156,10741.2002
9/26/2018,2755.469971,1263.459961,6576.140137,83664,10491.7002
9/27/2018,2741.949951,1256.77002,6873.100098,86628.29688,10507.7002
9/28/2018,2505.449951,1236.589966,6353.620117,86295.29688,10711.59961
9/29/2018,2261.899902,1181.670044,7210.810059,81514.60156,9548.709961
9/30/2018,2255.719971,1183.310059,7284.169922,81813,8547.570313
10/1/2018,2288.699951,1188.47998,4124.450195,82242.60156,8526.849609
10/2/2018,2345.800049,1188.26001,1571.01001,87714.79688,8726
10/3/2018,2494.870117,1216.819946,1738.589966,87531.20313,8965.830078
10/4/2018,2674.949951,1273.48999,1886.920044,83673.29688,10145.5
10/5/2018,2735.419922,1305.130005,1953.5,87828.20313,10144.2002
10/6/2018,2561.97998,1299.780029,1796.72998,82443.79688,10207.7998
10/7/2018,2513.800049,1308.73999,1825.589966,82038.89844,9906.139648
10/8/2018,2643.360107,1328.780029,1837.660034,81225.60156,9973.839844
10/9/2018,2554.560059,1307.27002,1779.069946,85963.5,10386.59961
10/10/2018,2554.439941,1281.949951,1842.26001,84233.89844,10643.2998
10/11/2018,2548.070068,1261.579956,1836.400024,86626.70313,10252.2002
10/12/2018,1463.75,1085.959961,737.8599854,88241.70313,7921.200195
10/13/2018,1349.219971,1072.300049,670.4299927,86632.20313,7870.859863
10/14/2018,1237.310059,1082.890015,642.6400146,91576.39844,7923.370117
10/15/2018,1824.859985,1124.579956,1518.280029,87180.10156,9880.889648
10/16/2018,2024.25,1145.079956,1499.300049,84859.20313,10297.2998
10/17/2018,1682.400024,1103.540039,1067.439941,85693.20313,8701.480469
10/18/2018,1280.459961,941.3400269,549.0499878,92647.60156,8348.849609
10/19/2018,1289.890015,907.539978,522.2299805,98436.29688,8201.389648
10/20/2018,1462.640015,1089.02002,1076.920044,75890.79688,8947.400391
10/21/2018,1090.650024,752.9799805,309.769989,106372,7969.419922
10/22/2018,1103.339966,682.5800171,352.9899902,116171,9640.349609
10/23/2018,1204.430054,706.7600098,508.4700012,104086,11180.7998
10/24/2018,1166.829956,747.3900146,483.4500122,104649,11420.09961
10/25/2018,1139.099976,866.8599854,342.4599915,118961,12189.40039
10/26/2018,1060.449951,902.8900146,325.0700073,116984,12976.7002
10/27/2018,1013.359985,1082.829956,488.3299866,94103.10156,12727
10/28/2018,1033.52002,1041.869995,512.8099976,97801.10156,12540.09961
10/29/2018,1144.119995,822.4500122,573.5100098,95059.89844,11860.59961
10/30/2018,1173.97998,630.8200073,558.0200195,103887,11050.40039
10/31/2018,1291.880005,838.1199951,713.5300293,100228,9625.230469
11/1/2018,1703.829956,1045.97998,1336.030029,81046.5,10268.2002
11/2/2018,1943.310059,1035.170044,1598.170044,83794.29688,12792.59961
11/3/2018,1192.199951,857.1300049,537.5700073,94701,8447.769531
11/4/2018,29.39999962,793.960022,19.73999977,103642,9049.820313
11/5/2018,1362.650024,1008.400024,820.2399902,88880.5,8458.110352
11/6/2018,1769.160034,1042.530029,1443.680054,82977.20313,11741.2002
11/7/2018,1414.689941,1022.309998,912.1900024,85816.29688,8901.19043
11/8/2018,1333.069946,1009.359985,684.0599976,88458.79688,8650.669922
11/9/2018,1242.890015,958.5700073,448.6000061,101335,9129.469727
11/10/2018,1140.290039,769.289978,300.1199951,120700,11241.7002
11/11/2018,1115.359985,698.6500244,196.2700043,148603,13861.40039
11/12/2018,1115.180054,686.8300171,248.7799988,134892,14417.09961
11/13/2018,1073.660034,850.7700195,424.5299988,114682,14299.7002
11/14/2018,1072.089966,885.5200195,308.4500122,131069,15235.5
11/15/2018,1068.22998,645.1599731,212.3999939,148617,17291.09961
11/16/2018,1047.72998,634.6300049,269.9200134,134557,17536
11/17/2018,1060.560059,641.0599976,390.0100098,119338,15943.2002
11/18/2018,1073.609985,660.0800171,412.0700073,113873,14451.7998
11/19/2018,1158.72998,733.5800171,586.5700073,104648,12557.2002
11/20/2018,1145.52002,777.9199829,554.5900269,106365,11864.59961
11/21/2018,1126.319946,657.9099731,320.1700134,137943,13899
11/22/2018,1108.550049,680.7999878,259.6000061,132729,14844.2998
11/23/2018,1084.910034,679.1599731,160.8000031,163074,17849.40039
11/24/2018,1043.329956,627.1799927,201.6799927,139254,17208.30078
11/25/2018,1023.359985,633.0300293,418.4299927,112631,15097.09961
11/26/2018,1098.780029,727.7999878,456.9899902,108034,14092.40039
11/27/2018,1108.380005,631.9299927,191.9100037,150269,17165.19922
11/28/2018,1105.469971,644.710022,114.6800003,176825,20199.09961
11/29/2018,1048.329956,644.3099976,217.75,155649,19909.19922
11/30/2018,1090.619995,692.539978,558.039978,103682,15253.09961
12/1/2018,1108.920044,936.9899902,661.5999756,89237.89844,12937.59961
12/2/2018,1487.430054,922.4199829,1360.829956,80814.89844,13574.7998
12/3/2018,1308.640015,911.8300171,845.7800293,84316.60156,10577.2002
12/4/2018,1138,648,284.6499939,118039,12091.90039
12/5/2018,1103.97998,653.7399902,201.2400055,143853,15097.40039
12/6/2018,1105.300049,673.9099731,171.6199951,160315,17722.80078
12/7/2018,1163.949951,717.9899902,245.9900055,149799,17383.80078
12/8/2018,1130.109985,649.4699707,207.1199951,147644,17538.19922
12/9/2018,1110.380005,631.6300049,119.4000015,171723,20392.5
12/10/2018,980.960022,622.6900024,92.11000061,172550,22437.30078
12/11/2018,1000.440002,641.25,125.7600021,168246,22593.19922
12/12/2018,1023.47998,639.1900024,198.5,155465,20967
12/13/2018,1049.209961,634.6500244,232.2599945,154910,12182.2002
12/14/2018,1010.849976,651.0300293,309.4200134,134689,2009.189941
12/15/2018,975.3900146,700.2700195,376.9700012,116771,13542.40039
12/16/2018,1008.109985,779.6599731,501.230011,101650,10394.7998
12/17/2018,1099.800049,644.4899902,419.9899902,121985,11133.09961
12/18/2018,1090.790039,639.0100098,285.0400085,132907,15653.59961
12/19/2018,1083.26001,644.210022,153.5599976,145903,11454.7002
12/20/2018,1105.380005,726.9199829,525.6799927,105359,0
12/21/2018,1160.97998,914.5200195,785.1300049,91141.39844,0
12/22/2018,1052.98999,658.5100098,237.7299957,120743,7151.27002
12/23/2018,1057.359985,636.1599731,255.9199982,129383,14730.40039
12/24/2018,1055.27002,638.9500122,218.2700043,128598,14200.5
12/25/2018,1058.189941,649.2199707,125.4199982,146340,17050.09961
12/26/2018,1058.280029,647.0599976,140.6499939,152576,16989.40039
12/27/2018,1018.820007,630.2000122,178.4100037,140173,17257.80078
12/28/2018,1115.209961,854.289978,1819.689941,87747.20313,13614.2998
12/29/2018,1120.530029,906.0200195,636.5700073,94428.20313,11869.2002
12/30/2018,1103.76001,890.1500244,414.9200134,106419,12023
1/1/2019,1357.699951,881.9500122,1099.050049,85632.29688,11630.09961
1/2/2019,1182.969971,841.8900146,374.7900085,107408,11501.40039
1/3/2019,1174.530029,887.6300049,711.8599854,106377,11925.2002
1/4/2019,1132.300049,893.3200073,688.6199951,106200,9150.959961
1/5/2019,1057.400024,753.3900146,434.5100098,97745,5593.740234
1/6/2019,1135.619995,620.4199829,1056.310059,103795,11642.7002
1/7/2019,1131.47998,638.960022,270.5700073,116985,13137.7998
1/8/2019,1172.48999,713.0900269,607.25,100461,11581.2002
1/9/2019,1178.02002,643.3400269,351.3900146,119420,12951.7998
1/10/2019,1159.420044,628.4500122,110.3799973,172958,18236.80078
1/11/2019,1123.98999,629.7299805,133.8399963,174612,20265.30078
1/12/2019,1049.209961,635.5100098,173.7700043,165269,20338.19922
1/13/2019,1011.080017,630.8200073,167.2200012,171615,20029.80078
1/14/2019,1038.47998,634.8499756,183.9700012,165250,18435.59961
1/15/2019,1085.670044,782.5900269,267.8599854,157544,19823.40039
1/16/2019,1146.030029,615.4199829,332.4200134,151045,19653.30078
1/17/2019,1060.689941,575.9799805,313.2399902,143739,16798
1/18/2019,1083.77002,587.8200073,613.1599731,113820,12969.7998
1/19/2019,1083.98999,624.3800049,595.289978,106687,3582.030029
1/20/2019,1096.550049,748.6799927,515.1900024,123384,5922.490234
1/21/2019,1037.180054,577.9099731,27.01000023,198421,22911.5
1/22/2019,1010.090027,579.3300171,86.79000092,186148,22854.19922
1/23/2019,852.8699951,599.7999878,526.0499878,123379,20960.09961
1/24/2019,1086.170044,827.960022,887.0999756,106128,14296.09961
1/25/2019,1056.839966,610.6799927,243.1699982,166259,16427.19922
1/26/2019,1012.859985,609.9699707,256.1000061,161693,10025.7998
1/27/2019,985.0300293,591.9099731,361.9700012,148785,14429.5
1/28/2019,1027.829956,607.4199829,438.1700134,140900,11001.5
1/29/2019,1027.829956,622.8800049,420.3500061,144274,16147.09961
1/30/2019,978.5700073,640.4099731,157.25,182066,21388.80078
1/31/2019,861.5100098,620.289978,114.4800034,198669,23509
2/1/2019,908.5700073,607.3599854,417.1000061,147294,17816.59961
2/2/2019,959.0800171,616.3200073,502.769989,136614,14960.7002
2/3/2019,1001.700012,610.8200073,611.1599731,125336,9229.490234
2/4/2019,1151.939941,601.4299927,772.3900146,119506,4619.77002
2/5/2019,1304.030029,674.4699707,1047.599976,103872,12019.5
2/6/2019,1508.880005,877.789978,1209.930054,94790.10156,10054
2/7/2019,1836.069946,914.9799805,1543.359985,86863.10156,9294.230469
2/8/2019,1581.780029,783.1099854,1040.150024,92175.89844,9083.080078
2/9/2019,1153.859985,629.9400024,293.6199951,140977,12239.7998
2/10/2019,1027.75,649.2399902,183.8500061,161550,15324
2/11/2019,1034.469971,629.0800171,321.9100037,148511,15273.90039
2/12/2019,971.039978,615.25,327.3500061,139995,15828.2002
2/13/2019,994.3900146,600.6799927,441.1799927,121496,16399.59961
2/14/2019,1048.560059,604.0900269,543.7600098,113969,15977.2002
2/15/2019,1206.25,581.0100098,822.5499878,97376,12440.7998
2/16/2019,1164.300049,733.9199829,500.9100037,128000,13909.5
2/17/2019,1011.349976,631.5800171,208.6000061,157489,16594.5
2/18/2019,1009.849976,584.4400024,474.6499939,126643,15497.59961
